PassengerId,Pclass,Survived,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Boat,Body,Home/Dest
774,3,1,"Petranec, Mrs. Jennie",female,38.0,1,5,347077,31.3875,,S,15,,"Sweden  Worcester, MA"
775,3,1,"Harder, Miss. Tricia",female,18.0,0,0,4138,9.8417,,S,15,,
776,2,0,"Jones, Mr. Chester",male,31.0,1,1,C.A. 31921,26.25,,S,,,"Bishopstoke, Hants / Fayette Valley, ID"
777,3,1,"Hakkarainen, Miss. Fannie",female,4.0,0,1,349256,13.4167,,C,15,,
778,3,0,"Buckley, Mr. Scotty",male,,0,0,1601,56.4958,,S,,,
779,3,0,"Ringhini, Mr. Cyril",male,32.0,0,0,STON/O 2. 3101293,7.925,,S,,,
780,1,1,"Gracie, Miss. Sarah",female,41.0,0,0,16966,134.5,E40,C,3,,
781,3,0,"Milling, Mr. Jamel",male,,8,2,CA. 2343,69.55,,S,,,
782,3,0,"Todoroff, Mr. Benito",male,29.0,0,0,347467,7.8542,,S,,,
783,1,1,"Ball, Mrs. Rebecca",female,,0,1,113505,55.0,E33,S,6,,"St Leonards-on-Sea, England Ohio"
784,1,0,"Tikkanen, Mr. Norman",male,,0,0,113796,42.4,,S,,,
785,3,0,"Eklund, Miss. Elena",female,8.0,3,1,349909,21.075,,S,,,
786,3,0,"Borebank, Mr. Bobbie",male,,0,0,2652,7.2292,,C,,,
787,3,0,"Leinonen, Mr. Alexis",male,28.0,0,0,349207,7.8958,,S,,,
788,2,1,"Davison, Miss. Tara",female,3.0,1,2,SC/Paris 2123,41.5792,,C,14,,Paris / Haiti
789,2,0,"Emanuel, Mr. Terrence",male,39.0,0,0,250655,26.0,,S,,,
790,2,0,"Nieminen, Mr. Everett",male,21.0,0,0,S.O.C. 14879,73.5,,S,,,"New Forest, England"
791,1,1,"Barry, Mrs. Emily",female,37.0,1,0,19928,90.0,C78,Q,14,,"Fond du Lac, WI"
792,1,1,"Najib, Mrs. Michelle",female,59.0,2,0,11769,51.4792,C101,S,D,,"Belmont, MA"
793,3,1,"Dodge, Mr. Jame",male,29.0,0,0,349240,7.8958,,C,15,,
794,3,0,"Chibnall, Mr. Charley",male,,0,0,S.C./A.4. 23567,8.05,,S,,,
795,3,1,"Zimmerman, Mrs. Nora",female,45.0,0,0,2696,7.225,,C,C,,"Ottawa, ON"
796,3,0,"Mayne, Master. Kirby",male,2.0,4,1,382652,29.125,,Q,,,
797,1,1,"Woolner, Mrs. Ashley",female,48.0,1,1,13567,79.2,B41,C,5,,"Zurich, Switzerland"
798,1,0,"Riihivouri, Mr. Joel",male,46.0,0,0,PC 17585,79.2,,C,,16.0,"New York, NY"
799,3,0,"Touma, Mr. Desmond",male,,1,0,2660,14.4542,,C,,,
800,1,1,"Bjornstrom-Steffansson, Mrs. Frances",female,27.0,1,1,PC 17558,247.5208,B58 B60,C,6,,"Montreal, PQ"
801,3,1,"Ryerson, Mr. Jonathon",male,27.0,0,0,350043,7.7958,,S,A,,
802,1,0,"Peduzzi, Mr. Dallas",male,52.0,1,1,110413,79.65,E67,S,,,"New York, NY"
803,2,1,"Astor, Master. Austin",male,2.0,1,1,230080,26.0,F2,S,D,,"Nice, France"
804,3,0,"Endres, Mr. Jame",male,33.0,0,0,349239,8.6625,,C,,,
805,3,0,"Julian, Mr. Bart",male,,0,0,2700,7.2292,,C,,,
806,3,0,"Ali, Mr. Michel",male,35.0,0,0,349213,7.8958,,C,,,
807,1,0,"Culumovic, Mr. Alan",male,32.5,0,0,113503,211.5,C132,C,,45.0,
808,2,0,"Thomson, Rev. Rene",male,27.0,0,0,211536,13.0,,S,,,"Worcester, MA"
809,2,0,"Drew, Mr. Julian",male,,0,0,240261,10.7083,,Q,,,
810,3,0,"Gilbert, Mr. Lazaro",male,,0,0,C.A. 49867,7.55,,S,,,
811,3,0,"Crease, Mrs. Violet",female,,1,0,2689,14.4583,,C,,,"Ottawa, ON"
812,3,0,"Daly, Mr. Lindsey",male,27.0,0,0,315154,8.6625,,S,,131.0,
813,3,0,"Cassebeer, Mr. Marty",male,24.0,0,0,343275,8.05,,S,,,London
814,3,0,"Harmer, Mr. Thurman",male,,0,0,S.O./P.P. 251,7.55,,S,,,
815,1,1,"McDermott, Mrs. Brenda",female,33.0,1,0,113806,53.1,E8,S,5,,"New York, NY / Ithaca, NY"
816,3,0,"Jacobsohn, Mr. Sherman",male,26.0,0,0,347068,7.775,,S,,,"Krakudden, Sweden Moune, IL"
817,3,0,"Goodwin, Mr. Billie",male,,1,0,65303,19.9667,,S,,,
818,1,1,"Deacon, Mr. Jonathan",male,36.0,0,0,PC 17474,26.3875,E25,S,5,,"Brooklyn, NY"
819,1,1,"Barton, Mrs. Elaine",female,62.0,0,0,113572,80.0,B28,,6,,"Cincinatti, OH"
820,1,1,"Najib, Mrs. Sharon",female,44.0,0,0,PC 17610,27.7208,B4,C,6,,"Denver, CO"
821,3,0,"Moran, Mr. Alphonse",male,,0,0,330877,8.4583,,Q,,,
822,1,1,"Gilnagh, Mr. Francisco",male,28.0,0,0,113788,35.5,A6,S,7,,"New Britain, CT"
823,3,0,"Mangan, Mr. Rusty",male,,0,0,2655,7.2292,F E46,C,,,
824,3,0,"Icard, Mr. Nolan",male,29.0,0,0,347067,7.775,,S,,,
825,3,0,"Nilsson, Mr. Norris",male,25.0,0,0,348123,7.65,F G73,S,,309.0,
826,3,1,"Reed, Miss. Nina",female,13.0,0,0,2687,7.2292,,C,C,,"Syria Youngstown, OH"
827,3,1,"Dooley, Mrs. Claire",female,36.0,1,0,345572,17.4,,S,13,,"Tampico, MT"
828,3,1,"McCarthy, Mr. Murray",male,32.0,0,0,350417,7.8542,,S,15,,
829,1,1,"Shellard, Miss. Janice",female,22.0,0,1,112378,59.4,,C,7,,"New York, NY"
830,3,0,"Vestrom, Mr. Ulysses",male,42.0,0,1,4579,8.4042,,S,,,
831,1,0,"Hansen, Mr. Jose",male,28.0,0,0,113059,47.1,,S,,,"Montevideo, Uruguay"
832,3,0,"Chisholm, Mr. Jonas",male,31.0,3,0,345763,18.0,,S,,,
833,1,1,"Greenfield, Miss. Leslie",female,36.0,0,0,PC 17760,135.6333,C32,C,8,,"New York, NY / Washington, DC"
834,1,1,"Saade, Miss. Sandra",female,30.0,0,0,36928,164.8667,C7,S,8,,"Youngstown, OH"
835,2,1,"Maioni, Mrs. Ella",female,24.0,1,1,S.C./PARIS 2079,37.0042,,C,10,,"Paris / Montreal, PQ"
836,1,1,"Enander, Master. Ricky",male,13.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
837,1,1,"Enander, Miss. Grace",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,,"Haverford, PA / Cooperstown, NY"
838,2,0,"Zabour, Mr. Bob",male,47.0,0,0,237565,15.0,,S,,,"North Evington, England"
839,2,1,"Khalil, Mrs. Danielle",female,36.0,0,3,230136,39.0,F4,S,11,,"Guntur, India / Benton Harbour, MI"
840,1,1,"Cann, Miss. Julia",female,16.0,0,1,PC 17592,39.4,D28,S,9,,"Paris, France"
841,3,1,"Sirayanian, Miss. Roxanne",female,,1,0,367230,15.5,,Q,16,,
842,3,0,"Charters, Mr. Vern",male,,0,0,349218,7.8958,,S,,,
843,1,1,"Duran y More, Mr. Fred",male,23.0,0,1,PC 17759,63.3583,D10 D12,C,7,,"New York, NY"
844,3,0,"Novel, Mr. Isidro",male,,0,0,2629,7.2292,,C,,,
845,3,0,"McCoy, Mr. German",male,,0,0,368573,7.75,,Q,,,"Ireland New York, NY"
846,1,0,"Banfield, Mr. Tony",male,19.0,1,0,113773,53.1,D30,S,,,"New York, NY"
847,2,0,"O'Brien, Mr. Rex",male,25.0,0,0,C.A. 29178,13.0,,S,,,"Cornwall / Houghton, MI"
848,3,0,"Henriksson, Miss. Felicia",female,20.0,0,0,347471,7.8542,,S,,,"Medeltorp, Sweden Chicago, IL"
849,3,1,"Morrow, Mr. Alva",male,,0,0,368783,7.75,,Q,,,
850,3,0,"Veal, Mr. Carroll",male,35.0,0,0,364512,8.05,,S,,,"Broomfield, Chelmsford, England"
851,1,0,"Kent, Mr. Leonard",male,28.0,1,0,PC 17604,82.1708,,C,,,"New York, NY"
852,1,0,"Celotti, Mr. Norman",male,37.0,0,1,PC 17596,29.7,C118,C,,,"Brooklyn, NY"
853,2,1,"Sloper, Mr. Jean",male,,0,0,244373,13.0,,S,14,,"Harrow, England"
854,2,1,"Robbins, Miss. Megan",female,19.0,0,0,28404,13.0,,S,12,,"Rochester, NY"
855,1,1,"Foreman, Dr. Samuel",male,50.0,2,0,PC 17611,133.65,,S,5,,"New York, NY"
856,3,0,"Beattie, Master. Curt",male,,1,2,W./C. 6607,23.45,,S,,,
857,1,0,"Roebling, Mr. Graham",male,55.0,1,0,PC 17603,59.4,,C,,,"New York, NY"
858,3,0,"McCarthy, Mr. Jamal",male,27.0,0,0,350408,7.8542,,S,,,
859,1,0,"Silven, Mr. Ian",male,46.0,0,0,PC 17593,79.2,B82 B84,C,,,"New York, NY"
860,3,0,"Dintcheff, Miss. Angel",female,22.0,0,0,3101295,39.6875,,S,,,
861,3,1,"Bracken, Mr. Dudley",male,24.0,0,0,S.O./P.P. 752,7.55,,S,D,,"England Albion, NY"
862,1,0,"Jenkin, Mr. Michael",male,39.0,0,0,112050,0.0,A36,S,,,"Belfast, NI"
863,2,0,"Petroff, Mr. Lonnie",male,30.0,0,0,250646,13.0,,S,,305.0,
864,1,1,"Minkoff, Miss. Sherry",female,40.0,0,0,PC 17582,153.4625,C125,S,3,,"New York, NY / Greenwich CT"
865,3,1,"Gaskell, Mr. Gale",male,44.0,0,0,STON/O 2. 3101269,7.925,,S,15,,
866,3,0,"Willard, Mr. Brain",male,34.5,0,0,2683,6.4375,,C,,196.0,
867,1,0,"McMahon, Mr. Floyd",male,47.0,0,0,36967,34.0208,D46,S,,,"East Orange, NJ"
868,3,0,"Chaffee, Mrs. Vicky",female,19.0,1,0,376566,16.1,,S,,53.0,
869,1,1,"Birnbaum, Miss. Kathryn",female,38.0,0,0,113572,80.0,B28,,6,,
870,3,0,"Mahon, Mrs. Hope",female,47.0,1,0,A/5. 3337,14.5,,S,,7.0,
871,3,0,"Christmann, Mrs. Candice",female,30.0,1,0,349910,15.55,,S,A,,
872,1,1,"Rothschild, Miss. Crystal",female,19.0,0,2,11752,26.2833,D47,S,5,,"New York, NY"
873,3,0,"Barah, Mr. German",male,24.0,0,0,371109,7.25,,Q,,,"Co Limerick, Ireland Sherbrooke, PQ"
874,2,1,"Stranden, Miss. Audrey",female,18.0,0,1,231919,23.0,,S,,,Southampton
875,3,0,"Swane, Mr. Kristopher",male,17.0,0,0,315086,8.6625,,S,,,
876,3,0,"Crosby, Mr. Orville",male,36.0,0,0,349210,7.4958,,S,,,"Bulgaria Chicago, IL"
877,1,1,"Slemen, Dona. Gladys",female,39.0,0,0,PC 17758,108.9,C105,C,8,,
878,3,0,"Strom, Mr. Ed",male,25.0,1,0,349237,17.8,,S,,,"Altdorf, Switzerland"
879,3,1,"Shutes, Mrs. Mattie",female,18.0,0,0,2657,7.2292,,C,C,,"Greensburg, PA"
880,3,0,"Ayoub, Mr. Gustavo",male,28.0,0,0,350042,7.7958,,S,,,"Dagsas, Sweden Fower, MN"
881,3,0,"Giglio, Miss. Shelia",female,,0,2,364848,7.75,,Q,,,"Ireland Chicago, IL"
882,1,0,"Doling, Mr. Eric",male,36.0,1,0,19877,78.85,C46,S,,172.0,"Little Onn Hall, Staffs"
883,2,0,"Andersen, Mr. Ian",male,63.0,1,0,24065,26.0,,S,,,"Swindon, England"
884,3,0,"Lemberopolous, Miss. Candace",female,21.0,1,0,4137,9.825,,S,,,
885,3,0,"Behr, Mr. Giovanni",male,20.0,0,0,2648,4.0125,,C,,,Syria
886,3,1,"Connaghton, Mr. Jonas",male,25.0,0,0,345768,9.5,,S,11,,
887,3,0,"Stewart, Mr. Edwardo",male,,0,0,SOTON/OQ 392086,8.05,,S,,,
888,1,0,"Corn, Mr. Jamel",male,61.0,0,0,36963,32.3208,D50,S,,46.0,"Haddenfield, NJ"
889,2,1,"Appleton, Miss. Lillie",female,50.0,0,0,F.C.C. 13531,10.5,,S,9,,"Indianapolis, IN"
890,1,0,"Fynney, Mr. Harold",male,39.0,1,0,PC 17599,71.2833,C85,C,,,"New York, NY"
891,1,1,"Marvin, Mr. Ernest",male,38.0,1,0,19943,90.0,C93,S,D,,"New York, NY /  Stamford CT"
892,2,1,"O'Leary, Miss. Terri",female,,0,0,248727,33.0,,S,11,,"London / Chicago, IL"
893,1,0,"Honkanen, Mr. Gerald",male,64.0,1,4,19950,263.0,C23 C25 C27,S,,,"Winnipeg, MB"
894,3,0,"Becker, Mr. Ira",male,42.0,0,0,C.A. 5547,7.55,,S,,,
895,2,0,"Silvey, Mr. Morris",male,36.0,0,0,SC/Paris 2163,12.875,D,C,,,"Montreal, PQ"
896,3,1,"Rice, Mr. Duncan",male,25.0,0,0,LINE,0.0,,S,15,,
897,1,1,"Dibden, Mrs. Esther",female,,1,0,19996,52.0,C126,S,5 7,,"London /  East Orange, NJ"
898,3,0,"Crease, Mr. Dudley",male,,1,0,2689,14.4583,,C,,,"Ottawa, ON"
899,2,0,"Sjostedt, Rev. Ivan",male,57.0,0,0,219533,12.35,,Q,,,"Glasgow / Bangor, ME"
900,2,0,"O'Sullivan, Dr. Issac",male,54.0,0,0,29011,14.0,,S,,,"Frankfort, KY"
901,1,0,"Douglas, Miss. Louise",female,50.0,0,0,PC 17595,28.7125,C49,C,,,"Paris, France New York, NY"
902,1,1,"Tucker, Mr. Bernard",male,35.0,0,0,PC 17475,26.2875,E24,S,5,,"St Louis, MO"
903,3,0,"Lehmann, Mr. Major",male,51.0,0,0,347064,7.75,,S,,,
904,1,0,"Lindahl, Mr. Dean",male,50.0,1,1,113503,211.5,C80,C,,,"Elkins Park, PA"
905,3,0,"Spector, Mr. Alva",male,,0,0,AQ/4 3130,7.75,,Q,,,
906,3,1,"Lennon, Miss. Jody",female,,0,0,14311,7.75,,Q,D,,
907,2,0,"Eitemiller, Mr. Zachary",male,30.0,0,0,248744,13.0,,S,,,"Bryn Mawr, PA, USA"
908,2,0,"Guggenheim, Rev. Rodrigo",male,30.0,1,1,250651,26.0,,S,,,"Minneapolis, MN"
909,2,1,"Rheims, Miss. Roberta",female,24.0,1,2,220845,65.0,,S,9,,"Somerset / Bernardsville, NJ"
910,3,0,"Milling, Miss. Meredith",female,,8,2,CA. 2343,69.55,,S,,,
911,3,0,"Nesson, Mr. Irving",male,22.0,0,0,350045,7.7958,,S,,,"Sweden Worcester, MA"
912,2,0,"Butt, Mr. Charley",male,23.0,0,0,28425,13.0,,S,,,"St Ives, Cornwall / Calumet, MI"
913,3,0,"Saundercock, Mr. Vance",male,,0,0,12460,7.75,,Q,,,
914,2,0,"Payne, Mrs. Erin",female,44.0,1,0,244252,26.0,,S,,,London
915,2,1,"Hyman, Mr. Charley",male,19.0,0,0,SW/PP 751,10.5,,S,B,,"Chelsea, London"
916,3,0,"Ivanoff, Mr. Numbers",male,24.5,0,0,342826,8.05,,S,,284.0,
